user,platform,komentar,timestamp,sentimen,cleaned_komentar
mhardiansyah,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:13:35,positif,ceramah tetep dapet relax aja guys
tampubolonzaenab,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:53:21,positif,ni gus emg aja laku
dimas69,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:36:25,negatif,sih udah lewat batas
prayogatirtayasa,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:24:33,negatif,jual es teh jd insecure
betania97,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:16:46,positif,ni gus emg aja laku
fmaheswara,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:20:29,positif,gw tuju sih ama omong gus
almiranainggolan,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:59:02,netral,gue liat ya udah ya
warsa21,Instagram,ceramah apaan malah ngehina,2024-12-23 15:09:25,negatif,ceramah ngehina
dabukkenarji,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:49:28,netral,gue liat ya udah ya
nashiruddingabriella,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:14:04,negatif,gus miftah maaf sih
ratna99,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:50:45,positif,gw tuju sih ama omong gus
qwahyuni,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:32:12,positif,jujurly lucu banget sih
rhutapea,Instagram,biasa aja sih,2024-12-23 15:18:28,netral,aja sih
simbolonwarji,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:00:34,negatif,ga sopan bgt ngomong gitu
irawankamidin,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:08:04,negatif,ga sopan bgt ngomong gitu
uliharyanti,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:30:39,positif,ni gus emg aja laku
gnatsir,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:39:30,negatif,gus miftah maaf sih
purwasuryono,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:42:35,positif,biar keras niat
opung01,Instagram,tergantung yg nonton juga sih,2024-12-23 15:53:03,netral,gantung yg nonton sih
yusamah,Instagram,ceramah apaan malah ngehina,2024-12-23 15:40:44,negatif,ceramah ngehina
kurniawanlintang,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:17:43,positif,jujurly lucu banget sih
qsaragih,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:14:10,netral,gue liat ya udah ya
hartonasyidah,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:56:56,positif,ni gus emg aja laku
jaimanpangestu,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:13:19,positif,ceramah tetep dapet relax aja guys
hakimtitin,Instagram,tergantung yg nonton juga sih,2024-12-23 15:18:57,netral,gantung yg nonton sih
egunawan,Instagram,biasa aja sih,2024-12-23 15:59:28,netral,aja sih
ramadankania,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:55:04,positif,ceramah tetep dapet relax aja guys
bakda02,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:53:17,negatif,ga lucu nyakitin hati yg jual
maheswaramarsudi,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:25:57,negatif,jual es teh jd insecure
olga65,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:48:12,negatif,jual es teh jd insecure
paiman74,Instagram,hmm no comment deh,2024-12-23 15:54:52,netral,hmm no comment deh
novitasaribanara,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:09:02,netral,netral aja sih gw liat
marpaungvanesa,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:34:03,positif,ni gus emg aja laku
udapradana,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:55:31,netral,gue liat ya udah ya
wakimanhidayanto,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:03:07,negatif,gus miftah maaf sih
qlailasari,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:21:06,negatif,ga sopan bgt ngomong gitu
zrahimah,Instagram,tergantung yg nonton juga sih,2024-12-23 15:29:52,netral,gantung yg nonton sih
danggraini,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:52:17,netral,gue liat ya udah ya
dwibudiyanto,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:46:49,positif,ni gus emg aja laku
shastuti,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:06:51,negatif,gus miftah maaf sih
ukusumo,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:24:32,positif,biar keras niat
isiregar,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:08:57,positif,ceramah tetep dapet relax aja guys
usadakardi,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:12:24,netral,gue liat ya udah ya
ajeng21,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:37:37,positif,biar keras niat
osaefullah,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:39:02,netral,gue liat ya udah ya
laksitagatra,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:27:56,negatif,sih udah lewat batas
nmulyani,Instagram,hmm no comment deh,2024-12-23 15:57:11,netral,hmm no comment deh
ppudjiastuti,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:01:09,negatif,ga lucu nyakitin hati yg jual
drajatmaryati,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:22:13,negatif,gus miftah maaf sih
novitasariumaya,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:40:06,negatif,gus miftah maaf sih
hutagalungmulyanto,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:58:45,positif,jujurly lucu banget sih
wasismandala,Instagram,hmm no comment deh,2024-12-23 15:17:24,netral,hmm no comment deh
enababan,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:25:16,netral,gue liat ya udah ya
sitompultina,Instagram,tergantung yg nonton juga sih,2024-12-23 15:08:02,netral,gantung yg nonton sih
hasanahsiti,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:56:16,negatif,ga sopan bgt ngomong gitu
endra23,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:20:58,negatif,jual es teh jd insecure
pardiyuniar,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:10:38,positif,gw tuju sih ama omong gus
vhariyah,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:50:20,negatif,ga sopan bgt ngomong gitu
radenriyanti,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:28:53,positif,gw tuju sih ama omong gus
aryaninurul,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:26:38,positif,biar keras niat
baktiantojanuar,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:31:25,negatif,sih udah lewat batas
dasaastuti,Instagram,biasa aja sih,2024-12-23 15:00:01,netral,aja sih
fyulianti,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:51:18,positif,jujurly lucu banget sih
anastasiatarihoran,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:03:47,negatif,ga sopan bgt ngomong gitu
vsafitri,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:26:34,negatif,ga lucu nyakitin hati yg jual
balidinpurnawati,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:17:53,netral,gue liat ya udah ya
mahmudmarbun,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:11:35,positif,ni gus emg aja laku
srahayu,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:19,positif,biar keras niat
putralurhur,Instagram,ga tau mau bilang apa,2024-12-23 15:53:16,netral,ga tau bilang
eli85,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:17:08,negatif,jual es teh jd insecure
maheswararama,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:51:21,negatif,gus miftah maaf sih
rwulandari,Instagram,tergantung yg nonton juga sih,2024-12-23 15:16:30,netral,gantung yg nonton sih
purwantiganjaran,Instagram,ga tau mau bilang apa,2024-12-23 15:09:16,netral,ga tau bilang
flaksmiwati,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:38:52,negatif,gus miftah maaf sih
prabu15,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:37:28,positif,bener sih kadang netizen baper
dsirait,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:20:04,positif,jujurly lucu banget sih
ika60,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:16:05,netral,gue liat ya udah ya
bdamanik,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:44:34,negatif,jual es teh jd insecure
wprayoga,Instagram,tergantung yg nonton juga sih,2024-12-23 15:31:26,netral,gantung yg nonton sih
tugimantarihoran,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:10:06,positif,ceramah tetep dapet relax aja guys
mulya57,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:51:19,netral,gue liat ya udah ya
maryantosimanjuntak,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:57:22,positif,gw tuju sih ama omong gus
anamustofa,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:23:03,positif,gw tuju sih ama omong gus
sihombingilyas,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:56:42,negatif,sih udah lewat batas
pratamanasim,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:07:23,positif,bener sih kadang netizen baper
irsad86,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:24:34,negatif,ga lucu nyakitin hati yg jual
hhalim,Instagram,tergantung yg nonton juga sih,2024-12-23 15:48:59,netral,gantung yg nonton sih
isaefullah,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:23:29,positif,ceramah tetep dapet relax aja guys
pranawa95,Instagram,hmm no comment deh,2024-12-23 15:17:47,netral,hmm no comment deh
adiarja40,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:31,positif,bener sih kadang netizen baper
putri95,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:47:12,positif,jujurly lucu banget sih
ediardianto,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:06:07,netral,netral aja sih gw liat
verorahayu,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:25:30,negatif,gus miftah maaf sih
gbudiman,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:08:36,positif,biar keras niat
ssuartini,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:06:07,negatif,gus miftah maaf sih
namagaamong,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:30:18,positif,ceramah tetep dapet relax aja guys
rwahyudin,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:11:52,positif,ceramah tetep dapet relax aja guys
himawan22,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:14:11,negatif,gus miftah maaf sih
vino19,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:44:05,negatif,jual es teh jd insecure
shakilamandala,Instagram,ceramah apaan malah ngehina,2024-12-23 15:55:59,negatif,ceramah ngehina
padminababan,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:34:32,negatif,gus miftah maaf sih
queen96,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:02:59,positif,bener sih kadang netizen baper
ianggraini,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:20:55,positif,bener sih kadang netizen baper
winarsihmustofa,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:06:09,positif,ceramah tetep dapet relax aja guys
dodo47,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:18:06,positif,gw tuju sih ama omong gus
ikalestari,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:06:07,positif,gw tuju sih ama omong gus
widiastutilatif,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:49:40,positif,jujurly lucu banget sih
sihombingprabu,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:09:28,positif,ni gus emg aja laku
eluhfujiati,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:23,positif,bener sih kadang netizen baper
tari60,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:03:32,netral,gue liat ya udah ya
oanggriawan,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:39:35,positif,ceramah tetep dapet relax aja guys
warji13,Instagram,biasa aja sih,2024-12-23 15:03:12,netral,aja sih
cahyadiprasetyo,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:13:28,positif,biar keras niat
emarbun,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:24,positif,biar keras niat
hakimwarsa,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:16:42,positif,bener sih kadang netizen baper
adriansyahkemal,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:06:39,negatif,ga sopan bgt ngomong gitu
bakiadi78,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:06:58,positif,ceramah tetep dapet relax aja guys
yuliantijatmiko,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:05:23,netral,netral aja sih gw liat
vino90,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:03:20,netral,gue liat ya udah ya
musamah,Instagram,hmm no comment deh,2024-12-23 15:50:00,netral,hmm no comment deh
dianprasetya,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:52:20,positif,jujurly lucu banget sih
lpertiwi,Instagram,ceramah apaan malah ngehina,2024-12-23 15:26:51,negatif,ceramah ngehina
shariyah,Instagram,ga tau mau bilang apa,2024-12-23 15:37:22,netral,ga tau bilang
septihutasoit,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:40:56,netral,netral aja sih gw liat
melinda08,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:14:07,positif,biar keras niat
natalia24,Instagram,hmm no comment deh,2024-12-23 15:33:48,netral,hmm no comment deh
ajimin68,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:08:41,positif,jujurly lucu banget sih
bagiyalatupono,Instagram,hmm no comment deh,2024-12-23 15:45:47,netral,hmm no comment deh
yuliantivirman,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:50:11,positif,ceramah tetep dapet relax aja guys
melanitimbul,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:28:40,positif,jujurly lucu banget sih
gabriellasantoso,Instagram,ga tau mau bilang apa,2024-12-23 15:58:06,netral,ga tau bilang
mustofayulianti,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:58:54,positif,ceramah tetep dapet relax aja guys
cici96,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:14:27,positif,ni gus emg aja laku
budimancatur,Instagram,biasa aja sih,2024-12-23 15:00:25,netral,aja sih
bhidayat,Instagram,ceramah apaan malah ngehina,2024-12-23 15:20:55,negatif,ceramah ngehina
purwadi07,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:47:05,negatif,jual es teh jd insecure
kandasuartini,Instagram,tergantung yg nonton juga sih,2024-12-23 15:46:42,netral,gantung yg nonton sih
opanpuspasari,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:00:25,positif,ceramah tetep dapet relax aja guys
asmunihasanah,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:15:21,positif,jujurly lucu banget sih
kokohandayani,Instagram,biasa aja sih,2024-12-23 15:49:12,netral,aja sih
vinsensiregar,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:42:57,positif,jujurly lucu banget sih
puspasaricapa,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:34:46,negatif,gus miftah maaf sih
cakrabirawawacana,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:22:01,negatif,sih udah lewat batas
purwanto51,Instagram,ga tau mau bilang apa,2024-12-23 15:48:24,netral,ga tau bilang
vanyayulianti,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:02:14,netral,netral aja sih gw liat
taswirnuraini,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:40:43,positif,jujurly lucu banget sih
ganepnurdiyanti,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:14:34,negatif,sih udah lewat batas
maryadicawisono,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:32:44,positif,gw tuju sih ama omong gus
prakasaumi,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:01:17,negatif,ga lucu nyakitin hati yg jual
umaylailasari,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:12:22,positif,ceramah tetep dapet relax aja guys
znovitasari,Instagram,tergantung yg nonton juga sih,2024-12-23 15:16:37,netral,gantung yg nonton sih
wacanahalim,Instagram,tergantung yg nonton juga sih,2024-12-23 15:48:14,netral,gantung yg nonton sih
fprabowo,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:09:46,negatif,ga lucu nyakitin hati yg jual
gastibudiman,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:18:30,netral,netral aja sih gw liat
cwidodo,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:17:33,negatif,sih udah lewat batas
ardiantoyunita,Instagram,tergantung yg nonton juga sih,2024-12-23 15:24:01,netral,gantung yg nonton sih
hardiansyahaswani,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:54:56,positif,gw tuju sih ama omong gus
harsayawibisono,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:38:42,positif,ni gus emg aja laku
prasetyowastuti,Instagram,tergantung yg nonton juga sih,2024-12-23 15:35:24,netral,gantung yg nonton sih
hidayatrachel,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:05:05,positif,ceramah tetep dapet relax aja guys
ajiono80,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:07:22,netral,gue liat ya udah ya
emelani,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:54:06,netral,netral aja sih gw liat
lhastuti,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:44:10,positif,bener sih kadang netizen baper
srajasa,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:09:33,negatif,jual es teh jd insecure
drajat89,Instagram,ceramah apaan malah ngehina,2024-12-23 15:45:05,negatif,ceramah ngehina
uwahyuni,Instagram,tergantung yg nonton juga sih,2024-12-23 15:07:53,netral,gantung yg nonton sih
puspasaridamar,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:12:36,positif,ni gus emg aja laku
xnugroho,Instagram,biasa aja sih,2024-12-23 15:52:46,netral,aja sih
cwijayanti,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:15:05,negatif,ga sopan bgt ngomong gitu
gamanmangunsong,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:39:49,positif,ni gus emg aja laku
jsaefullah,Instagram,tergantung yg nonton juga sih,2024-12-23 15:17:54,netral,gantung yg nonton sih
atma48,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:28:39,positif,bener sih kadang netizen baper
hidayantoluthfi,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:59:53,positif,ceramah tetep dapet relax aja guys
mursita60,Instagram,ga tau mau bilang apa,2024-12-23 15:45:44,netral,ga tau bilang
dbudiyanto,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:41:05,negatif,gus miftah maaf sih
irfannasyiah,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:41:58,positif,gw tuju sih ama omong gus
rafi80,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:35:31,positif,ni gus emg aja laku
jwinarno,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:37:34,negatif,sih udah lewat batas
hutapeazizi,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:00:42,positif,ni gus emg aja laku
dlatupono,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:05:44,negatif,ga lucu nyakitin hati yg jual
hakimtantri,Instagram,tergantung yg nonton juga sih,2024-12-23 15:37:03,netral,gantung yg nonton sih
