user,platform,komentar,timestamp,sentimen
vsafitri,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:26:34,negatif
balidinpurnawati,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:17:53,netral
mahmudmarbun,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:11:35,positif
srahayu,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:19,positif
putralurhur,Instagram,ga tau mau bilang apa,2024-12-23 15:53:16,netral
eli85,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:17:08,negatif
maheswararama,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:51:21,negatif
rwulandari,Instagram,tergantung yg nonton juga sih,2024-12-23 15:16:30,netral
purwantiganjaran,Instagram,ga tau mau bilang apa,2024-12-23 15:09:16,netral
flaksmiwati,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:38:52,negatif
prabu15,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:37:28,positif
dsirait,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:20:04,positif
ika60,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:16:05,netral
bdamanik,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:44:34,negatif
wprayoga,Instagram,tergantung yg nonton juga sih,2024-12-23 15:31:26,netral
tugimantarihoran,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:10:06,positif
mulya57,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:51:19,netral
maryantosimanjuntak,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:57:22,positif
anamustofa,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:23:03,positif
sihombingilyas,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:56:42,negatif
pratamanasim,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:07:23,positif
irsad86,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:24:34,negatif
hhalim,Instagram,tergantung yg nonton juga sih,2024-12-23 15:48:59,netral
isaefullah,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:23:29,positif
pranawa95,Instagram,hmm no comment deh,2024-12-23 15:17:47,netral
adiarja40,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:31,positif
putri95,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:47:12,positif
ediardianto,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:06:07,netral
verorahayu,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:25:30,negatif
gbudiman,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:08:36,positif
ssuartini,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:06:07,negatif
namagaamong,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:30:18,positif
rwahyudin,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:11:52,positif
himawan22,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:14:11,negatif
vino19,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:44:05,negatif
shakilamandala,Instagram,ceramah apaan malah ngehina,2024-12-23 15:55:59,negatif
padminababan,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:34:32,negatif
queen96,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:02:59,positif
ianggraini,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:20:55,positif
winarsihmustofa,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:06:09,positif
dodo47,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:18:06,positif
ikalestari,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:06:07,positif
widiastutilatif,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:49:40,positif
sihombingprabu,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:09:28,positif
eluhfujiati,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:23,positif
tari60,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:03:32,netral
oanggriawan,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:39:35,positif
warji13,Instagram,biasa aja sih,2024-12-23 15:03:12,netral
cahyadiprasetyo,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:13:28,positif
emarbun,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:24,positif
hakimwarsa,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:16:42,positif
adriansyahkemal,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:06:39,negatif
bakiadi78,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:06:58,positif
yuliantijatmiko,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:05:23,netral
vino90,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:03:20,netral
musamah,Instagram,hmm no comment deh,2024-12-23 15:50:00,netral
dianprasetya,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:52:20,positif
lpertiwi,Instagram,ceramah apaan malah ngehina,2024-12-23 15:26:51,negatif
shariyah,Instagram,ga tau mau bilang apa,2024-12-23 15:37:22,netral
septihutasoit,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:40:56,netral
melinda08,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:14:07,positif
natalia24,Instagram,hmm no comment deh,2024-12-23 15:33:48,netral
ajimin68,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:08:41,positif
bagiyalatupono,Instagram,hmm no comment deh,2024-12-23 15:45:47,netral
yuliantivirman,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:50:11,positif
melanitimbul,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:28:40,positif
gabriellasantoso,Instagram,ga tau mau bilang apa,2024-12-23 15:58:06,netral
mustofayulianti,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:58:54,positif
cici96,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:14:27,positif
budimancatur,Instagram,biasa aja sih,2024-12-23 15:00:25,netral
bhidayat,Instagram,ceramah apaan malah ngehina,2024-12-23 15:20:55,negatif
purwadi07,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:47:05,negatif
kandasuartini,Instagram,tergantung yg nonton juga sih,2024-12-23 15:46:42,netral
opanpuspasari,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:00:25,positif
asmunihasanah,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:15:21,positif
kokohandayani,Instagram,biasa aja sih,2024-12-23 15:49:12,netral
vinsensiregar,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:42:57,positif
puspasaricapa,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:34:46,negatif
cakrabirawawacana,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:22:01,negatif
purwanto51,Instagram,ga tau mau bilang apa,2024-12-23 15:48:24,netral
vanyayulianti,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:02:14,netral
taswirnuraini,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:40:43,positif
ganepnurdiyanti,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:14:34,negatif
maryadicawisono,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:32:44,positif
prakasaumi,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:01:17,negatif
umaylailasari,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:12:22,positif
znovitasari,Instagram,tergantung yg nonton juga sih,2024-12-23 15:16:37,netral
wacanahalim,Instagram,tergantung yg nonton juga sih,2024-12-23 15:48:14,netral
fprabowo,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:09:46,negatif
gastibudiman,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:18:30,netral
cwidodo,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:17:33,negatif
ardiantoyunita,Instagram,tergantung yg nonton juga sih,2024-12-23 15:24:01,netral
hardiansyahaswani,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:54:56,positif
harsayawibisono,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:38:42,positif
prasetyowastuti,Instagram,tergantung yg nonton juga sih,2024-12-23 15:35:24,netral
hidayatrachel,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:05:05,positif
ajiono80,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:07:22,netral
emelani,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:54:06,netral
lhastuti,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:44:10,positif
srajasa,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:09:33,negatif
drajat89,Instagram,ceramah apaan malah ngehina,2024-12-23 15:45:05,negatif
uwahyuni,Instagram,tergantung yg nonton juga sih,2024-12-23 15:07:53,netral
puspasaridamar,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:12:36,positif
xnugroho,Instagram,biasa aja sih,2024-12-23 15:52:46,netral
cwijayanti,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:15:05,negatif
gamanmangunsong,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:39:49,positif
jsaefullah,Instagram,tergantung yg nonton juga sih,2024-12-23 15:17:54,netral
atma48,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:28:39,positif
hidayantoluthfi,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:59:53,positif
mursita60,Instagram,ga tau mau bilang apa,2024-12-23 15:45:44,netral
dbudiyanto,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:41:05,negatif
irfannasyiah,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:41:58,positif
rafi80,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:35:31,positif
jwinarno,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:37:34,negatif
hutapeazizi,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:00:42,positif
dlatupono,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:05:44,negatif
hakimtantri,Instagram,tergantung yg nonton juga sih,2024-12-23 15:37:03,netral
phartati,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:13:32,positif
nasyiahargono,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:20:44,positif
dewi14,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:57:01,negatif
wuwais,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:54:55,netral
cakrabirawa14,Instagram,hmm no comment deh,2024-12-23 15:56:24,netral
tami09,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:22:47,negatif
sidiq59,Instagram,biasa aja sih,2024-12-23 15:53:34,netral
czulaika,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:31:18,negatif
jusada,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:51:37,positif
mandalaedi,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:40:03,negatif
ega10,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:35:40,positif
pradiptaprayitna,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:54:50,positif
vhidayat,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:07:11,positif
mustofanurdiyanti,Instagram,ga tau mau bilang apa,2024-12-23 15:10:45,netral
janetmayasari,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:22:45,positif
xrajata,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:56:13,negatif
taufik34,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:11:39,positif
hana07,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:41:36,positif
prasetyacaraka,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:35:14,positif
fsiregar,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:43:40,negatif
handayanijatmiko,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:02:20,positif
najmudinnajib,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:57:07,negatif
jokopratama,Instagram,ceramah apaan malah ngehina,2024-12-23 15:34:44,negatif
usadagabriella,Instagram,biasa aja sih,2024-12-23 15:12:45,netral
adityafujiati,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:44:56,positif
karyaiswahyudi,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:55:55,negatif
wardi82,Instagram,hmm no comment deh,2024-12-23 15:27:12,netral
rajataharjaya,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:58:41,positif
ibun97,Instagram,ceramah apaan malah ngehina,2024-12-23 15:18:54,negatif
galih06,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:51:09,negatif
anisitumorang,Instagram,ga tau mau bilang apa,2024-12-23 15:32:59,netral
kuswoyodarimin,Instagram,biasa aja sih,2024-12-23 15:11:25,netral
enajmudin,Instagram,hmm no comment deh,2024-12-23 15:47:45,netral
putami,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:05:47,positif
danujajanuar,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:45:22,negatif
galangwidodo,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:07:58,positif
ilyas16,Instagram,ga tau mau bilang apa,2024-12-23 15:28:45,netral
gatotkusumo,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:03:24,positif
jpalastri,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:39:36,netral
winarsihmustika,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:48:30,negatif
uwinarsih,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:48:17,netral
ajimanhandayani,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:26:29,positif
qori55,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:14:30,netral
cinta94,Instagram,tergantung yg nonton juga sih,2024-12-23 15:34:03,netral
mahmudhassanah,Instagram,tergantung yg nonton juga sih,2024-12-23 15:04:18,netral
pranawapradana,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:45:50,negatif
hani89,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:11:24,negatif
suartiniozy,Instagram,biasa aja sih,2024-12-23 15:46:41,netral
ssudiati,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:12:46,positif
ade85,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:40:38,negatif
situmorangpuji,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:34:10,positif
salahudinikin,Instagram,ceramah apaan malah ngehina,2024-12-23 15:39:00,negatif
tinauyainah,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:07:11,negatif
jelita42,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:41:26,positif
arta52,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:12:07,negatif
utamijayadi,Instagram,biasa aja sih,2024-12-23 15:33:05,netral
najmudinsatya,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:58:22,positif
juli35,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:11:45,negatif
maheswaravega,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:14:27,positif
kalim71,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:19:25,positif
spranowo,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:39:09,positif
suryonodaruna,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:50:54,positif
clara80,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:30:33,positif
umisamosir,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:01:13,positif
ywidiastuti,Instagram,hmm no comment deh,2024-12-23 15:04:36,netral
vprasetya,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:15:31,positif
kemba72,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:24:49,positif
laras07,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:08:22,positif
putrajefri,Instagram,hmm no comment deh,2024-12-23 15:50:03,netral
kania67,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:40:05,positif
saputraluhung,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:27:08,positif
prasetyo96,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:33:55,positif
pnajmudin,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:43:23,netral
situmorangrosman,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:35:11,negatif
malik32,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:15:18,negatif
hutagalungnilam,Instagram,biasa aja sih,2024-12-23 15:29:22,netral
khutapea,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:49:39,positif
wibisonomulyanto,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:02:00,positif
yfirmansyah,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:47:20,negatif
simbolondaru,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:49:02,netral
opung80,Instagram,hmm no comment deh,2024-12-23 15:37:49,netral
samosiryuliana,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:43:57,negatif
prayogacawuk,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:33:01,positif
azaleaiswahyudi,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:17:40,negatif
endrapangestu,Instagram,ga tau mau bilang apa,2024-12-23 15:07:30,netral
ohandayani,Instagram,tergantung yg nonton juga sih,2024-12-23 15:43:33,netral
gentapratama,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:03:49,positif
hani49,Instagram,hmm no comment deh,2024-12-23 15:08:35,netral
khutagalung,Instagram,tergantung yg nonton juga sih,2024-12-23 15:55:54,netral
viktormegantara,Instagram,biasa aja sih,2024-12-23 15:07:25,netral
bancar47,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:30:19,positif
purwantihana,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:52:17,negatif
eman52,Instagram,tergantung yg nonton juga sih,2024-12-23 15:54:23,netral
vnashiruddin,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:28:11,positif
haryantigenta,Instagram,biasa aja sih,2024-12-23 15:57:38,netral
sudiatisabrina,Instagram,hmm no comment deh,2024-12-23 15:15:20,netral
darijan32,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:52:45,positif
habibimulyono,Instagram,biasa aja sih,2024-12-23 15:42:46,netral
novitasarioni,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:15:57,positif
latuponozelaya,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:30:55,negatif
maya01,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:26:51,negatif
putrazamira,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:16:55,positif
dongoranhumaira,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:32:32,negatif
glazuardi,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:01:53,positif
gilda01,Instagram,tergantung yg nonton juga sih,2024-12-23 16:00:00,netral
xusada,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:46:44,positif
haryantifarah,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:37:29,positif
galionopurnawati,Instagram,ga tau mau bilang apa,2024-12-23 15:10:25,netral
wardayawaluyo,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:24:11,negatif
vnovitasari,Instagram,ga tau mau bilang apa,2024-12-23 15:24:15,netral
aswani53,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:13:13,positif
lwidodo,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:05:49,positif
prayogakasusra,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:45:45,netral
hartakahartati,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:17:20,positif
kuswandariarta,Instagram,tergantung yg nonton juga sih,2024-12-23 15:44:39,netral
kuncaramaulana,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:28:22,netral
daruyulianti,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:55:03,negatif
habibiraden,Instagram,hmm no comment deh,2024-12-23 15:16:55,netral
tamiyolanda,Instagram,biasa aja sih,2024-12-23 15:21:25,netral
rtarihoran,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:06:17,positif
